,Address,Bld_link,Companies,Completed,Current use,Demolished,Heritage,Image,Name,Notes,Style,Type
10,22 Madison Avenue The Annex Toronto,show_building.php?BuildingID=5329,,1892,Residential,,"West Annex Phase I, Madison Avenue, Heritage Conservation District",/tobuilt_bk/php/Buildingimages/22Madison.jpg,22 Madison Avenue,"This property contributes to the Toronto Annex streetscape of the District with a house form building similar in height and front yard setback to its neighbours. The 2.5 storey detached building with appearance of an asymmetric centre hall plan, was constructed during the period of significance between 1885 and 1925 in the Annex Style and retains sufficient integrity to permit restoration. Features representative of the Annex style include red brick, rusticated stone foundations, lintels and ashlar sills, terra cotta shingling and insets, carved sandstone detailing and stained glass.",Annex%20Style,Detached house
11,23 Madison Avenue The Annex Toronto,show_building.php?BuildingID=10528,,1892,Residential,,"West Annex Phase I, Madison Avenue, Heritage Conservation District",/tobuilt_bk/php/Buildingimages/bd3081cd.jpg,23 Madison Avenue,"This property contributes to the Toronto Annex streetscape of the District with a house form building similar in height and front yard setback to its neighbours, and a front facing gable. The 2.5 storey asymmetric semi-detached building, with appearance of side hall or centre hall rotated plan, was constructed during the period of significance between 1885 and 1925 in the Annex Style and retains sufficient integrity to permit restoration. Features representative of the Annex style include red brick, rusticated stone foundations and sills,terra cotta insets, carved sandstone, terra cotta shingling on the Queen Anne front facing gable, recessed entry, and semi circular arches.",Annex%20Style,Semi-detached house
12,24 Madison Avenue The Annex Toronto,show_building.php?BuildingID=5330,,1893,Residential,,"West Annex Phase I, Madison Avenue, Heritage Conservation District",/tobuilt_bk/php/Buildingimages/24-26Madison.jpg,24 Madison Avenue,"This property contributes to the Toronto Annex streetscape of the District with a house form building similar in height and front yard setback to its neighbours, with a faceted tower at the corner. The 2.5 storey asymmetric semi-detached building, with appearance of a side or centre hall rotated plan, was constructed during the period of significance between 1885 and 1925 in the Annex Style and retains sufficient integrity to permit restoration. Features representative of the Annex style include red brick, rusticated stone foundations, lintels and ashlar sills, terra cotta shingling and insets, carved sandstone, front facing gable, recessed entry, and semi circular arches.",Annex%20Style,Semi-detached house
13,26 Madison Avenue The Annex Toronto,show_building.php?BuildingID=10470,,1893,Residential,,"West Annex Phase I, Madison Avenue, Heritage Conservation District",/tobuilt_bk/php/Buildingimages/66d9710f.jpg,26 Madison Avenue,"This property contributes to the Toronto Annex streetscape of the District with a house form building similar in height and front yard setback to its neighbours, and a front facing gable. The 2.5 storey asymmetric semi detached building, with appearance of a side or centre hall rotated plan, was constructed during the period of significance between 1885 and 1925 in the Annex Style and retains sufficient integrity to permit restoration. Features representative of the Annex style include red brick, rusticated stone foundations and sills, terra cotta shingling and detailing, front facing gable, recessed entry, and semi circular arches.",Annex%20Style,Semi-detached house
14,27 Madison Avenue The Annex Toronto,show_building.php?BuildingID=3991,['Henry Simpson'],1893,Residential,,"West Annex Phase I, Madison Avenue, Heritage Conservation District",/tobuilt_bk/php/Buildingimages/27MadisonAv.jpg,27 Madison Avenue,"This property also includes 25 Madison Avenue.

This property contributes to the Toronto Annex streetscape of the District with a house form building similar in height and front yard setback to its neighbours, and a faceted turret. The 2.5 storey detached building, with appearance of a side or centre hall rotated plan, was constructed during the period of significance between 1885 and 1925 by an important architect of the period, Henry Simpson, in a restrained take on Annex style with some Arts and Crafts touches, and retains sufficient integrity to permit restoration.  Features representative of the Annex style include red brick, rusticated stone foundations and sills, the long rusticated sandstone lintel uniting the recessed entry and the living room window, with a row of egg and dart terracotta decoration set above. Arts and Crafts touches include the front facing chimney, the bay and turret with bell shaped roof and slate shingling with high windows nested into the roof.",Annex%20Style,Detached house
15,28 Madison Avenue The Annex Toronto,show_building.php?BuildingID=5332,,1892,Residential,,"West Annex Phase I, Madison Avenue, Heritage Conservation District",/tobuilt_bk/php/Buildingimages/28Madison.jpg,28 Madison Avenue,"This property contributes to the Toronto Annex streetscape of the District with a house form building similar in height and front yard setback to its neighbours, and a front facing gable. The 2.5 storey detached building, with appearance of a side hall plan was constructed during the period of significance between 1885 and 1925 in the Annex Style and retains sufficient integrity to permit restoration. Features representative of the Annex style include red brick, rusticated stone foundations and sills, decorative slate shingling, front facing gable, recessed entry.",Annex%20Style,Detached house
16,29 Madison Avenue The Annex Toronto,show_building.php?BuildingID=3992,,1893,Residential,,"West Annex Phase I, Madison Avenue, Heritage Conservation District",/tobuilt_bk/php/Buildingimages/29-31MadisonAv.jpg,29 Madison Avenue,"This property contributes to the Toronto Annex streetscape of the District with a house form building similar in height and front yard setback to its neighbours, and a faceted corner tower bay. The 2.5 storey asymmetric semi-detached building, with appearance of a side hall or centre hall rotated plan, was constructed during the period of significance between 1885 and 1925 in the Annex Style and retains sufficient integrity to permit restoration. Features representative of the Annex style include complex patterned red brick, rusticated stone foundations, lintels and sills, recessed entry, and semi circular arches.",Annex%20Style,Semi-detached house
17,30 Madison Avenue The Annex Toronto,show_building.php?BuildingID=5333,,1892,Residential,,"West Annex Phase I, Madison Avenue, Heritage Conservation District",/tobuilt_bk/php/Buildingimages/30-32Madison.jpg,30 Madison Avenue,"This property contributes to the Toronto Annex streetscape of the District with a house form building similar in height and front yard setback to its neighbours, with a front facing gable. The 2.5 storey asymmetric semi detached building, with appearance of a centre hall rotated plan, was constructed during the period of significance between 1885 and 1925 as an  Annex Style Bay n Gable and retains sufficient integrity to permit restoration. Features representative of the Annex style include red brick, rusticated stone foundations and sills, decorative shingling on the front facing gable, side entry w/semi circular arch and sleeping porch.",Annex%20Style,Semi-detached house
18,31 Madison Avenue The Annex Toronto,show_building.php?BuildingID=10529,,1893,Residential,,"West Annex Phase I, Madison Avenue, Heritage Conservation District",/tobuilt_bk/php/Buildingimages/a9db5399.jpg,31 Madison Avenue,"This property contributes to the Toronto Annex streetscape of the District with a house form building similar in height and front yard setback to its neighbours, and a front facing gable. The 2.5 storey asymmetric semi-detached building, with appearance of side hall or centre hall rotated plan, was constructed during the period of significance between 1885 and 1925 in the Annex Style and retains sufficient integrity to permit restoration. Features representative of the Annex style include complex patterned red brick, rusticated stone foundations and sills, front facing Queen Anne gable, recessed entry, and semi circular arches. Siding is non contributing.",Annex%20Style,Semi-detached house
19,32 Madison Avenue The Annex Toronto,show_building.php?BuildingID=10487,,1892,Residential,,"West Annex Phase I, Madison Avenue, Heritage Conservation District",/tobuilt_bk/php/Buildingimages/8e8fb379.jpg,32 Madison Avenue,"This property contributes to the Toronto Annex streetscape of the District with a house form building similar in height and front yard setback to its neighbours, with a front facing gable.  The 2.5 storey asymmetric semi-detached building, with appearance of side or centre hall rotated plan, was constructed during the period of significance between 1885 and 1925 as an Annex Style BayÂ´nÂ´Gable and retains sufficient integrity to permit restoration. Features representative of the Annex style include red brick, rusticated stone foundations and sills, terra cotta shingling, front facing gable, recessed entry, and semi circular arches.",Annex%20Style,Semi-detached house
20,34 Madison Avenue The Annex Toronto,show_building.php?BuildingID=5346,,1983,Residential,,"West Annex Phase I, Madison Avenue, Heritage Conservation District",/tobuilt_bk/php/Buildingimages/34Madison.jpg,34 Madison Avenue,"This property contributes to the Toronto Annex streetscape of the District with a house form building similar in height and front yard setback to its neighbours, and a front facing gable. The detached 2.5 storey building, with appearance of a side hall plan was constructed during the period of significance between 1885 and 1925 in the Annex Style with sufficient integrity to permit restoration. There is an addition to the south, and interior arrangements likely have been altered. Features representative of the Annex style include red brick, rusticated stone foundations and sills, Queen Anne front facing gable with wood shingles, stone entry porch, and semi circular arches.",Annex%20Style,Detached house
21,36 Madison Avenue The Annex Toronto,show_building.php?BuildingID=5334,,1889,Residential,,"West Annex Phase I, Madison Avenue, Heritage Conservation District",/tobuilt_bk/php/Buildingimages/36-38Madison.jpg,36 Madison Avenue,"This property contributes to the Toronto Annex streetscape of the District with a house form building similar in height and front yard setback to its neighbours, with a front facing gable. The 2.5 storey asymmetric semi detached building, with appearance of a centrehall rotated plan, was constructed during the period of significance between 1885 and 1925 in the Annex Style and retains sufficient integrity to permit restoration. Features representative of the Annex style include red brick, rusticated stone  sills, decorative slate shingling, Queen Anne front facing gable, and semi circular arch at the side entry.",Annex%20Style,Semi-detached house
22,37 Madison Avenue The Annex Toronto,show_building.php?BuildingID=3993,['E.J. Lennox'],1887,Residential,,"West Annex Phase I, Madison Avenue, Heritage Conservation District",/tobuilt_bk/php/Buildingimages/37MadisonAv.jpg,Lewis Lukes House,"This property contributes to the Toronto Annex streetscape of the District with a house form building similar in height and front yard setback to its neighbours, and a front facing gable. The 2.5 storey detached building, with appearance of a side or centre hall rotated plan was designed by an important architect of the period, E.J. Lennox during the period of significance between 1885 and 1925, was the first example of the Annex Style and retains sufficient integrity to permit restoration. Features representative of the Annex style include red brick, rusticated stone foundations and sills,decorative  shingling, front facing gable, sleeping porches, a recessed entry, and semi circular arches.",Annex%20Style,Detached house
23,38 Madison Avenue The Annex Toronto,show_building.php?BuildingID=10473,,1889,Community organization,,"West Annex Phase I, Madison Avenue, Heritage Conservation District",/tobuilt_bk/php/Buildingimages/44efeb49.jpg,38 Madison Avenue,"This property contributes to the Toronto Annex streetscape of the District with a house form building similar in height and front yard setback to its neighbours, with a front facing gable.  The 2.5 storey asymmetric semi detached building, with appearance of a side hall plan, was constructed during the period of significance between 1885 and 1925 in the Annex Style and retains sufficient integrity to permit restoration. Features representative of the Annex style include red brick, rusticated stone  sills, decorative slate shingling, front facing Queen Anne gable, recessed entry, and semi circular arches.",Annex%20Style,Semi-detached house
24,49 Madison Avenue The Annex Toronto,show_building.php?BuildingID=3995,,1889-92,Residential,,"West Annex Phase I, Madison Avenue, Heritage Conservation District",/tobuilt_bk/php/Buildingimages/49MadisonAv.jpg,George Crane house,"This property contributes to the Toronto Annex streetscape of the District with a house form building similar in height and front yard setback to its neighbours, and a front facing gable. The 2.5 storey detached building, with appearance of a side or centre hall rotated plan, was constructed during the period of significance between 1885 and 1925 in the Annex Style and retains sufficient integrity to permit restoration.  Features representative of the Annex style include red brick, rusticated stone foundations and sills, terra cotta shingling, front facing gable, recessed entry, and semi circular arches.",Annex%20Style,Detached house
25,55 Madison Avenue The Annex Toronto,show_building.php?BuildingID=10538,,1896,Residential,,"West Annex Phase I, Madison Avenue, Heritage Conservation District",/tobuilt_bk/php/Buildingimages/836605b3.jpg,55 Madison Avenue,"This property contributes to the Toronto Annex streetscape of the District with a house form building similar in height and front yard setback to its neighbours, and a front facing gable. The 2.5 storey detached building, with appearance of a centre hall rotated plan, was constructed during the period of significance between 1885 and 1925 in the Annex Style and retains sufficient integrity to permit restoration.  Features representative of the Annex style include red brick, rusticated stone foundations and sills,  recessed side entry, and semi circular arches. Roof addition is a non-contributing element.",Annex%20Style,Detached house
26,56 Madison Avenue The Annex Toronto,show_building.php?BuildingID=10475,['Andrew L. Ogilvie'],1898,Residential,,"West Annex Phase I, Madison Avenue, Heritage Conservation District",/tobuilt_bk/php/Buildingimages/980b9cf4.jpg,56 Madison Avenue,"This property contributes to the Toronto Annex streetscape of the District with a house form building similar in height and front yard setback to its neighbours, and a front facing gable. The building is a detached 2.5 storey asymmetric centre hall plan constructed during the period of significance between 1885 and 1925 in the Annex Style with sufficient integrity to permit restoration. Features representative of the Annex style include red brick, rusticated stone foundations and sills, decorative terra cotta shingling, front facing gable, masonry entrance porch, semi circular arches, side porch and sleeping balcony.",Annex%20Style,Detached house
27,58 Madison Avenue The Annex Toronto,show_building.php?BuildingID=10476,,1893,Residential,,"West Annex Phase I, Madison Avenue, Heritage Conservation District",/tobuilt_bk/php/Buildingimages/e6ff5ab6.jpg,58 Madison Avenue,"This property contributes to the Toronto Annex streetscape of the District with a house form building similar in height and front yard setback to its neighbours, and a front facing gable. The building is a detached 2.5 storey side hall plan constructed during the period of significance between 1885 and 1925 in the Annex Style with sufficient integrity to permit restoration. Features representative of the Annex style include red brick, rusticated stone foundations and sills, terra cotta shingling, front facing Queen Anne gable. Porch is non-contributing.",Annex%20Style,Detached house
28,60 Madison Avenue The Annex Toronto,show_building.php?BuildingID=10477,['Gordon & Helliwell'],1893,Residential,,"West Annex Phase I, Madison Avenue, Heritage Conservation District",/tobuilt_bk/php/Buildingimages/c7432375.jpg,60 Madison Avenue,"This property contributes to the Toronto Annex streetscape of the District with a house form building similar in height and front yard setback to its neighbours, and a front facing gable. The building is a detached 2.5 storey side hall plan constructed during the period of significance between 1885 and 1925 in Annex Style with sufficient integrity to permit restoration. Features representative of the Annex style are red brick, front facing Queen Anne gable, and rounded arch above bay window. The porch and bay window appear to have been altered.",Annex%20Style,Detached house
29,61 Madison Avenue The Annex Toronto,show_building.php?BuildingID=3996,,1891,Residential,,"West Annex Phase I, Madison Avenue, Heritage Conservation District",/tobuilt_bk/php/Buildingimages/61-63MadisonAv.jpg,61 Madison Avenue,"This property contributes to the Toronto Annex streetscape of the District with a house form building similar in height and front yard setback to its neighbours, with a front facing gable. The 2.5 storey asymmetric semi detached building, with appearance of a side or centre hall rotated plan, was constructed during the period of significance between 1885 and 1925 in the Annex Style and retains sufficient integrity to permit restoration. Features representative of the Annex style include red brick, corbelled bay, rusticated stone foundations, lintels and sills, terra cotta shingling, front facing gable, recessed entry, and semi circular arches.",Annex%20Style,Semi-detached house
30,62 Madison Avenue The Annex Toronto,show_building.php?BuildingID=10478,,1891-2,Residential,,"West Annex Phase I, Madison Avenue, Heritage Conservation District",/tobuilt_bk/php/Buildingimages/7120a694.jpg,62 Madison Avenue,"This property contributes to the Toronto Annex streetscape of the District with a house form building similar in height and front yard setback to its neighbours, and a front facing gable. The 2.5 storey detached building, with appearance of a side hall or centre hall rotated plan, was constructed during the period of significance between 1885 and 1925 in the Annex Style and retains sufficient integrity to permit restoration. Features representative of the Annex style include red brick, rusticated stone foundations and sills, decorative terra cotta shingling and detailing, front facing gable, recessed entry, and semi circular arches.",Annex%20Style,Detached house
31,63 Madison Avenue The Annex Toronto,show_building.php?BuildingID=10540,,1893,Residential,,"West Annex Phase I, Madison Avenue, Heritage Conservation District",/tobuilt_bk/php/Buildingimages/94fa96ec.jpg,63 Madison Avenue,"This property contributes to the Toronto Annex streetscape of the District with a house form building similar in height and front yard setback to its neighbours, with an octagonal corner tower. The 2.5 storey asymmetric semi detached building, with appearance of a side or centre hall rotated plan, was constructed during the period of significance between 1885 and 1925 in the Annex Style and retains sufficient integrity to permit restoration. Features representative of the Annex style include red brick, rusticated stone foundations, lintels and sills, cast terra cotta, front facing porch gable, recessed entry and semi circular arches.",Annex%20Style,Semi-detached house
32,64 Madison Avenue The Annex Toronto,show_building.php?BuildingID=5337,['Chadwick & Beckett'],1893,Residential,,"West Annex Phase I, Madison Avenue, Heritage Conservation District",/tobuilt_bk/php/Buildingimages/64-66Madison.jpg,64 Madison Avenue,"This property contributes to the Toronto Annex streetscape of the District with a house form building similar in height and front yard setback to its neighbours, and a front facing gabled dormer. The 2.5 storey asymmetric semi-detached building, with appearance of side or centre hall rotated hall plan, was constructed during the period of significance between 1885 and 1925 in the Annex Style and retains sufficient integrity to permit restoration. Features representative of the Annex style include red brick, rusticated stone foundations and ashlar sills, decorative shingling, sandstone details, front facing gable dormer, entry porch, and semi circular arches.",Annex%20Style,Semi-detached house
33,65 Madison Avenue The Annex Toronto,show_building.php?BuildingID=10539,,1891,Residential,,"West Annex Phase I, Madison Avenue, Heritage Conservation District",/tobuilt_bk/php/Buildingimages/c6ff3ed0.jpg,65 Madison Avenue,"This property contributes to the Toronto Annex streetscape of the District with a house form building similar in height and front yard setback to its neighbours, and a front facing gable. The 2.5 storey asymmetric semi-detached building, with appearance of side hall or centre hall rotated plan, was constructed during the period of significance between 1885 and 1925 in the Bay n Gable Style and retains sufficient integrity to permit restoration. Features representative of the Bay n Gable are the full 2.5 storey bay with steeply pitched front facing gable. Features representative of the Annex style include red brick, basket weave brick, front facing gable, recessed entry, and semi circular arches.",Annex%20Style,Semi-detached house
34,66 Madison Avenue The Annex Toronto,show_building.php?BuildingID=10479,,1891,Residential,,"West Annex Phase I, Madison Avenue, Heritage Conservation District",/tobuilt_bk/php/Buildingimages/07588451.jpg,66 Madison Avenue,"This property contributes to the Toronto Annex streetscape of the District with a house form building similar in height and front yard setback to its neighbours, and a front facing gabled. The 2.5 storey asymmetric semi-detached building, with appearance of side or centre hall rotated plan, was constructed during the period of significance between 1885 and 1925 in the Annex Style and retains sufficient integrity to permit restoration. Features representative of the Annex style include red brick, sandstone sills, front facing stepped parapet gable, recessed entry, and Sullivanesque Chicago style semi circular arches.",Annex%20Style,Semi-detached house
35,67 Madison Avenue The Annex Toronto,show_building.php?BuildingID=10541,,1891,Residential,,"West Annex Phase I, Madison Avenue, Heritage Conservation District",/tobuilt_bk/php/Buildingimages/685b4d7f.jpg,67 Madison Avenue,"This property contributes to the Toronto Annex streetscape of the District with a house form building similar in height and front yard setback to its neighbours, and a front facing gable. The 2.5 storey asymmetric semi-detached building, with appearance of side or centre hall rotated plan, was constructed during the period of significance between 1885 and 1925 in the Bay n Gable Style with Annex style detail and retains sufficient integrity to permit restoration. Features representative of the Bay n Gable are the full 2.5 storey bay with front facing gable. Features representative of the Annex style include red brick, recessed entry, and semi circular arches.",Annex%20Style,Semi-detached house
36,69 Madison Avenue The Annex Toronto,show_building.php?BuildingID=4022,['R. Heath'],1893,Residential,,"West Annex Phase I, Madison Avenue, Heritage Conservation District",/tobuilt_bk/php/Buildingimages/69-71MadisonAv.jpg,69 Madison Avenue,"This property contributes to the Toronto Annex streetscape of the District with a house form building similar in height and front yard setback to its neighbours, with a front facing gable. The 2.5 storey asymmetric semi detached building, with appearance of a side or centre hall rotated plan, was constructed during the period of significance between 1885 and 1925 in the Annex Style and retains sufficient integrity to permit restoration. Features representative of the Annex style include red brick, brick corbelling, rusticated stone foundations and sills, terra cotta shingling and insets, front facing dormer gable, brick corbelled bay, recessed entry, and semi circular arches.",Annex%20Style,Semi-detached house
37,70 Madison Avenue The Annex Toronto,show_building.php?BuildingID=5338,,1890,Residential,,"West Annex Phase I, Madison Avenue, Heritage Conservation District",/tobuilt_bk/php/Buildingimages/70-72Madison.jpg,70 Madison Avenue,"This property contributes to the Toronto Annex streetscape of the District with a house form building similar in height and front yard setback to its neighbours, and a front facing gable. The 2.5 storey asymmetric semi-detached building, with appearance of a side hall plan or centre hall rotated, was constructed during the period of significance between 1885 and 1925 in the Annex Style and retains sufficient integrity to permit restoration. Features representative of the Annex style include red brick, rusticated stone foundations and sills, decorative terra cotta shingling, sandstone detailing,  recessed entry, and semi circular arches, Queen Anne front facing gable over the sleeping porch, sideporch and oriel window.",Annex%20Style,Semi-detached house
38,71 Madison Avenue The Annex Toronto,show_building.php?BuildingID=10542,['R. Heath'],1986,Residential,,"West Annex Phase I, Madison Avenue, Heritage Conservation District",/tobuilt_bk/php/Buildingimages/87264694.jpg,71 Madison Avenue,"This property contributes to the Toronto Annex streetscape of the District with a house form building similar in height and front yard setback to its neighbours, with a front facing gable. The 2.5 storey asymmetric semi detached building, with appearance of a side or centre hall rotated plan, was constructed during the period of significance between 1885 and 1925 in the Annex Style and retains sufficient integrity to permit restoration. Features representative of the Annex style include red brick, rusticated stone foundations and sills, terra cotta shingling and castings, sandstone detail, front facing gable with sleeping porch, recessed entry, and semi circular arches.",Annex%20Style,Semi-detached house
39,72 Madison Avenue The Annex Toronto,show_building.php?BuildingID=10480,,1890,Residential,,"West Annex Phase I, Madison Avenue, Heritage Conservation District",/tobuilt_bk/php/Buildingimages/60f1061a.jpg,72 Madison Avenue,"This property contributes to the Toronto Annex streetscape of the District with a house form building similar in height and front yard setback to its neighbours, and a front facing gable. The 2.5 storey semi-detached building, with appearance of a side or centre rotated hall plan plan, was constructed during the period of significance between 1885 and 1925 in the Annex Style and retains sufficient integrity to permit restoration. Features representative of the Annex style include red brick, rusticated stone foundations and sills, decorative terra cotta shingling, front facing Queen Anne gable, sandstone detailing, recessed entry, and semi circular arches.",Annex%20Style,Semi-detached house
40,73 Madison Avenue The Annex Toronto,show_building.php?BuildingID=10543,,1901,Residential,,"West Annex Phase I, Madison Avenue, Heritage Conservation District",/tobuilt_bk/php/Buildingimages/3d33667d.jpg,73 Madison Avenue,"This property contributes to the Toronto Annex streetscape of the District with a house form building similar in height and front yard setback to its neighbours, with a front facing gable. The 2.5 storey symmetric semi detached building except for the front window variation, with appearance of a side or centre hall rotated plan, was constructed during the period of significance between 1885 and 1925 in the Annex Style and retains sufficient integrity to permit restoration. Features representative of the Annex style include red brick, rusticated stone foundations and ashlar sills, terra cotta shingling, front facing gable with terra cotta shingling, recessed entry. There may have been a sleeping porch, similar to the houses to the north.",Annex%20Style,Semi-detached house
41,75 Madison Avenue The Annex Toronto,show_building.php?BuildingID=10545,,1901,Residential,,"West Annex Phase I, Madison Avenue, Heritage Conservation District",/tobuilt_bk/php/Buildingimages/02afe87c.jpg,75 Madison Avenue,"This property contributes to the Toronto Annex streetscape of the District with a house form building similar in height and front yard setback to its neighbours, with a front facing gable. The 2.5 storey symmetric semi detached building except for the front window variation, with appearance of a side or centre hall rotated plan, was constructed during the period of significance between 1885 and 1925 in the Annex Style and retains sufficient integrity to permit restoration. Features representative of the Annex style include red brick, rusticated stone foundations and ashlar sills, terra cotta shingling, front facing gable with terra cotta shingling, recessed entry. There may have been a sleeping porch, similar to the houses to the north.",Annex%20Style,Semi-detached house
