,Latitude,Longitude,Name,Notes,Subject,URL
10,43.673711,-79.367723,Elizabeth Posthuma Simcoe 1766-1850,"Did you know that way back in 1794, John Graves Simcoe and his wife Elizabeth built a summer home they called Castle Frank overlooking the Don River? This Ontario Heritage Trust plaque just to the right inside these entrance gates of a building at the end of Castle Frank Road, south of Bloor Street East, tells the story: The wife of the first Lieutenant-Governor of Upper Canada, Elizabeth Posthuma Gwillim was born at Whitchurch, Herefordshire, England. Orphaned at birth, she lived with her uncle, Admiral Samuel Graves, and subsequently married his god-son, John Graves Simcoe. She accompanied her husband to Upper Canada where she travelled extensively. Her diaries and sketches, compiled during these years, provide a vivid description and invaluable record of the colony's early life. In 1794, near this site, Mrs. Simcoe and her husband erected a summer house which they named ""Castle Frank"" in honour of their son. Returning to England in 1796, Mrs. Simcoe devoted her later years to charitable work. She is buried beside her husband at Wolford Chapel, Devon.",Arts,/Pages/Elizabeth_Posthuma_Simcoe.html
11,43.66205,-79.37973,Elvis Presley,"Inside the former Maple Leaf Gardens, now a Loblaws, at the ""Canteen"" on the main level imbedded in the top of a table is this plaque. Here's what it says: On April 2, 1957, Elvis Presley came to Maple Leaf Gardens, and it's fair to say that Torontonians - at least the older generation - didn't know what hit them. The 22-year-old Presley was just a year removed from the release of his first major label album, and his popularity was skyrocketing. In the past year, he freely acknowledged having earned more than a million dollars. The two shows at Maple Leaf Gardens were played in front of the biggest crowds he had ever entertained, though the earlier set drew just 9,360, nearly 5,000 less than capacity. They also represented the first of only five concerts Presley would perform outside of the United States during his entire career, including two the next night in Ottawa. At the press conferences before his Toronto shows, Presley was relaxed and engaging, sitting cross-legged on a table backstage, while dealing with skeptical journalists and answering a series of largely ridiculous questions. ""He unabashedly admitted he couldn't understand classical music or opera, knows nothing about music and likes the shrieks of the teen-agers,"" the Globe and Mail reported. When Presley finally took the stage, following an opening segment that included a tap dancer, an Irish tenor (who was booed), and a comedian, flashbulbs exploded everywhere and those shrieks all but drowned out the sound coming from the stage. At the first 40-minute show Presley wore his famous gold lame suit in full for the last time. The press made much of Presley's gyrations and the primitive reactions they elicited from the crowd: ""a calculated psychological binge,"" one CBC commentator called it. But members of Presley's entourage remarked later that the Toronto fans were some of the best-behaved they encountered - perhaps because the 90 special police officers on site made any fan who leaped to their feet immediately return to their seat. Afterwards, local jazz musicians predicted that rock and roll was just a passing fad, and critics didn't attempt to hold back their disdain. ""It goes without saying he has the appeal of one-part dynamite and one-part chained-lightning to the adolescent girls; but to one like myself who is neither a girl nor adolescent, I could only feel he was strikingly devoid of talent,"" Hugh Thomson wrote in the Toronto Star. But the kids understood. -Stephen Brunt",Arts,/Pages/Elvis_Presley.html
12,43.688977,-79.420466,Ernest Hemingway,"Ernest Hemingway lived in Toronto? He worked as a reporter for the Toronto Star? Amazing the things you learn, eh? Hemingway lived in the left side of this building at 1599 Bathurst Street, while working in our city. The plaque, attached to the building, reads: American-born Ernest Hemingway (1899-1961), internationally renowned author, lived in this apartment building, 1597-1599 Bathurst Street, in 1923-24, while working as a journalist for the Toronto Star. While here he became friends with novelist Morley Callaghan and writer/broadcaster Gordon Sinclair. He returned to Paris, France, where he began his career as a novelist, producing such masterpieces as ""The Sun Also Rises"", ""A Farewell To Arms"" & ""For Whom the Bell Tolls"".",Arts,/Pages/Ernest_Hemingway.html
13,43.673145,-79.384112,Eulogy to Beauty,This leafy scene is in Hazeldean Park at the southeast corner of Rosedale Valley Road and Park Road. In the park is a plaque attached to a rock. The text is a poem by John Clarke lamenting the changes to the Rosedale Ravine over the years. Here's the poem: ,Arts,/Pages/Eulogy_to_Beauty.html
14,43.72655,-79.21696,Fool's Paradise,"With Lake Ontario in the background, at the end of Meadowcliffe Drive off Pine Ridge Drive south off Kingston Road one block west of Bellamy Road in Scarborough, stands this Ontario Heritage Trust plaque. Here's what it says: This property sits on the ecologically sensitive, geologically significant Scarborough Bluffs that display sediments left by glaciers over 70,000 years ago during the last phase of the Pleistocene epoch. Aboriginal peoples may have inhabited this site as early as 8,000 B.C. Scottish immigrant James McCowan settled this land for farming in 1833, calling it ""Springbank"" because of the springs running from the ancient shoreline of Lake Iroquois (predecessor of Lake Ontario) to the north. In 1939, Canadian artist Doris McCarthy purchased the easternmost part of Springbank, which her mother called ""Fool's Paradise"" because she considered it to be such an extravagant purchase. McCarthy's home and studio grew over the years and in 1998 she donated Fool's Paradise to the Ontario Heritage Trust for heritage and artistic activities.",Arts,/Pages/Fools_Paradise.html
15,43.690562,-79.383089,Frances Loring (1887-1968) and  Florence Wyle (1881-1968),"This Historic Sites and Monuments Board of Canada plaque can be found at the northeast corner of St Clair Avenue East and Mt Pleasant Road. Here's what it says: Trained in the Beaux-Arts tradition and influenced by modern trends, Frances Loring and Florence Wyle were important in the development of sculpture in Canada, producing many fine works that ranged from portraits to First World War memorials. Loring preferred to work on a monumental scale, while Wyle typically created smaller pieces that display sensitivity and a fine touch. For nearly 50 years, they shared a home and studio known as ""The Church,"" which served as a gathering place for the arts community in Toronto. Leaders in their field, Loring and Wyle were founding members of the Sculptors Society of Canada in 1928.",Arts,/Pages/Frances_Loring_Florence_Wyle.html
16,43.690505,-79.383173,Frances Loring and Florence Wyle,"A 1984 Toronto Historical Board plaque, located here in Loring-Wyle Parkette on the northeast corner of Mt Pleasant Road and St. Clair Avenue East, is accompanied by several sculptures by Loring and Wyle including this bust of Wyle by Loring. Their other sculptures in the park can be seen further down this page. Here's what the plaque says: Sculptors Frances Loring (1887-1968) and Florence Wyle (1881-1968) were born in the United States mid-west. They met in 1907 while art students in Chicago, and moved to Toronto in 1913. Their home and studio near here at 110 Glenrose Avenue was a centre for artists, academics and students for 48 years. In 1918 they sculpted a series of figures of workers in the munitions industry for Canadian war memorials. Loring designed the lion, and Wyle the portrait reliefs of King George VI and Queen Elizabeth for the Queen Elizabeth Way Lion Monument, now located in Gzowski Park. The works of these colourful artists are represented in the Art Gallery of Ontario, the National Galley and the War Museum in Ottawa, and on many public and private buildings in Ontario. Their contribution is recognized, at the request of the Moore Park Residents' Association, by this park named in their honour.",Arts,/Pages/Frances_Loring.html
17,43.667794,-79.387175,George Faludy 1910-2006,"On St. Mary's Street, west of Yonge Street, can be found this parkette dedicated to Hungarian poet George Faludy. It's located across the street from the apartment building George lived in while in Toronto. This set of two 2006 Heritage Toronto plaques have this to say: George Faludy is revered as one of Hungary's greatest poets. His writing, ranging from love lyrics to political satire to philosophical meditation, reflects a life committed to humanist ideals. A fearless critic of political oppression, Faludy fled arrest in Hungary in 1938 for his anti-Nazi views, and escaped the Holocaust with an invitation to the United States from President Roosevelt. Returning to Hungary after WWII, he was imprisoned by its Communist regime in Recsk, a brutal concentration camp, from 1950 to 1953. There he and a group of others sustained their spirits with secret night-time lectures on literature and history. Faludy left Hungary for England after the suppression of the 1956 Hungarian uprising, and there wrote an extraordinary autobiography, My Happy Days In Hell. Internationally esteemed, he moved to Toronto in 1967. From here he continued to write and lecture, and was awarded an honorary doctorate by the University of Toronto in 1978. George Faludy lived at 25 St. Mary St. from 1975 until 1989 when he returned to Hungary after the collapse of Communism.
	Michelangelo's Last Prayer
	by George Faludy

	Your anvil is the earth, and with your right arm
	You span the arc of heaven like the sun.
	Eight decades on this scaffolding a - lifetime -
	I sought a sign of you, but there was none.

	Under my chisel marble fell to stonedust,
	But only torsos, idols would be born.
	I found you not, elusive, radiant, sunburst,
	Who glowed there pulsing under every stone.

	I have myself become an ancient stone block,
	Split by vines, a still, curmudgeonly old rock,
	But in my soul the old flame yet burns on.

	How can I shed this flesh that holds me prisoner?
	Strike me, if you can love a hoary sinner,
	Divine Sculptor, My God. I am the stone.
",Arts,/Pages/George_Faludy.html
18,43.663103,-79.382997,George Luscombe and  Toronto Workshop Productions,"Just east of Yonge Street at 12 Alexander Street can be seen this 2014 Heritage Toronto plaque. Here's what it tells us: In 1959, artistic director George Luscombe (1926-1999) established Workshop Theatre, one of Canada's first professional alternative theatre companies. Fuelled by the counterculture movement of the 1960s, the expanding company was renamed Toronto Workshop Productions and moved to this former warehouse in 1967.Toronto Workshop Productions developed an innovative style, transforming documentary material into performances that ignited the political conscience of a generation. Internationally acclaimed productions included Chicago '70 (1970), Ten Lost Years (1974), and Ain't Lookin' (1980).The recipient of honorary doctorates from York University and the University of Guelph, Luscombe was invested as a Member of the Order of Canada in 1981 for ""his contributions to the development of theatre in Canada."" He retired in 1986 and Toronto Workshop Productions closed two years later. In 1989, Luscombe and the local performing arts community successfully advocated for the building's perpetual use as a community theatre space, and it was purchased by the City of Toronto.",Arts,/Pages/George_Luscombe.html
19,43.644327,-79.38779,Glenn Gould (1932-1982),"Beside a sculpture of Glenn Gould in front of Glenn Gould Studio, a part of the Canadian Broadcasting Centre on Front Street West, just east of John Street, can be seen this Historic Sites and Monuments Board of Canada plaque. Here's what it says: Recognized internationally as one of the great classical musicians of the 20th century, this pianist of prodigious talent and originality is best known for his masterful renditions of the counterpoint of J.S. Bach. Retiring from the concert stage at the young age of 32, he exploited new sound technologies to their fullest and left a rich musical heritage in his many recordings. A visionary thinker and author, who foresaw the profound impact of technology on culture and society, he also pursued a remarkably diverse career in radio and television. Long after his premature death, Gould continues to challenge and inspire.",Arts,/Pages/Glenn_Gould4.html
20,43.687223,-79.398474,Glenn Gould,"Attached to this westbound St. Clair Avenue West transit shelter at Deer Park Crescent is this City of Toronto plaque. Here's what it says: Marilyn Kecskes has been the superintendent of 110 St. Clair Ave. West since 1973. She first met Gould on the elevator when he was wearing gloves and covering his face with a handkerchief for fear of catching her germs. Kecskes said she had never met anyone like him: a maverick and eccentric. She knew he was special, too, because his mailbox was the only one that had been tampered with. Someone had once tried to force it open in hope of getting a bit of his mail.When the elevator stopped, Kecskes opened the heavy doors next to what was once Gould's apartment and mounted the stairs to the roof. She pointed to what used to be his window. ""I used to sit up here, after I had done my cleaning, and I would listen to him play all night long,"" confessed Kecskes, blushing at the memory. ""He never knew I was up here, or else he would have been angry with me, I suppose, but I had the moon and the stars and his music and there was nothing more beautiful.""",Arts,/Pages/Glenn_Gould3.html
21,43.675321,-79.296505,Glenn Gould,"This 1993 Toronto Historical Board plaque at 32 Southwood Drive, his childhood home, has this to say about the pianist: Celebrated pianist Glen Gould was born in Toronto and lived here at 32 Southwood Drive throughout his childhood. His visionary approach to musical interpretation brought him international stature. A child prodigy, he gave his first public concert on the organ at the Eaton Auditorium 12 December 1945. He made his debut as a soloist with the Toronto Symphony Orchestra at age 14. Worldwide recognition followed his brilliant rendition of J.S. Bach's Goldberg Variations, recorded in June 1955. From that year through 1964, he toured extensively in many parts of the world including North America, Europe, the Soviet Union and Israel. Dissatisfied with the concert medium, he abandoned live performances in 1964. He continued to record a wide range of music, to write articles for periodicals and to undertake innovative radio and television projects. He died in 1982 and is buried in Mount Pleasant Cemetery.",Arts,/Pages/Glenn_Gould1.html
22,43.687232,-79.399009,Glenn Gould,"This 1992 Toronto Historical Board plaque at 110 St. Clair Avenue West, where he lived much of his life, has this to say about the pianist: Celebrated pianist Glenn Gould was born in Toronto and lived here on St. Clair Avenue West for much of his adult life. His visionary approach to musical interpretation brought him international stature. A child prodigy, he gave his first public concert on the organ at the Eaton Auditorium 12 December 1945. He made his debut as a soloist with the Toronto Symphony Orchestra at age 14. Worldwide recognition followed his brilliant rendition of J.S. Bach's Goldberg Variations, recorded in June 1955. From that year through 1964, he toured extensively in many parts of the world including North America, Europe, the Soviet Union and Israel. Dissatisfied with the concert medium, he abandoned live performances in 1964. He continued to record a wide range of music, to write articles for periodicals and to undertake innovative radio and television projects. He died in 1982 and is buried in Mount Pleasant Cemetery.",Arts,/Pages/Glenn_Gould2.html
23,43.652973,-79.39259,Goldwin Smith 1823-1910,"In Grange Park at the north end of John Street on the west side of the front of The Grange is an Historic Sites and Monuments Board of Canada plaque. Here's what it says: Born and educated in England, Goldwin Smith taught history at Oxford and Cornell before moving to Toronto in 1871. He married Harriette Boulton in 1875, widow of William Henry Boulton of The Grange. From The Grange, Smith wrote in a controversial, compelling style for periodicals such as the Canadian Monthly, the Week and his own Bystander. Initially a proponent of Canadian nationalism, he later became, contrary to growing imperial sentiment, a strong advocate of commercial union with the United States. This view in 1891 inspired his best-known book, Canada and the Canadian Question.",Arts,/Pages/Goldwin_Smith.html
24,43.672605,-79.38622,Harold Town,"If you were to walk into this small Harold Town Park on the north side of Church Street you will come across this 1992 Toronto Historical Board plaque. Here's what it says: Harold Barling Town was an artist of great gifts, legendary wit and large achievement. He loved this city and spent his whole life here, much of it at work in the Studio Building northeast of this park. A graduate of the Ontario College of Art in 1944, he soon began to win acclaim, across Canada and abroad, for his drawings, prints, collages, paintings, murals and sculpture. He was a central figure in Painters Eleven, the group which helped establish abstract art in Canada in the 1950's. A prolific and incisive writer, Town wrote articles for magazines and newspapers, books for children and monographs on the painters Albert Franck and Tom Thomson. The Order Of Canada (1966), honorary degrees and many awards confirmed the esteem that he and his work enjoyed. His ambitious spirit enlivened and enriched his times.",Arts,/Pages/Harold_Town.html
25,43.651067,-79.365202,History As Theatre: 200 Toronto Years,"On the Front Street side of the Toronto Sun building at 333 King Street East, one can see this extensive mural photographed in 7 sections from left to right. [In 2011 the mural was removed.] This 1993 Toronto Sun plaque says this about it: Artist: John Hood. Assisted By: Alexandra Hood. This 400 square metre mural was commissioned by The Toronto Sun on November 1st, 1991 on the occasion of our 20th Birthday. It commemorates the 200th Anniversary of the Town of York, named by Governor John Graves Simcoe on August 26th, 1793. The mural was unveiled on September 12, 1993.",Arts,/Pages/History_As_Theatre.html
26,43.667466,-79.374381,Hambourg Conservatory of Music 1913-1951,"On a wall inside the St. James Town branch of the Toronto Public Library on the northeast corner of Sherbourne Street and Wellesley Street East can be found this plaque. Here's what it tells us: This site was previously graced by a spacious Victorian mansion with gabled roofs and porticos. Originally built for the prominent Toronto surgeon Dr. J.F.W. Ross, it was acquired in 1913 by Professor Michael Hambourg, an internationally known piano pedagogue. With his wife Catherine and sons Jan and Boris, he established the Hambourg Conservatory of Music. Its spacious rooms and high ornate ceilings provided an ideal venue for such an institution. On the grand main stairway was a bronze statue of Mercury holding a torch which lit the way to the upper regions. Busts and reproductions of the great composers adorned the studios, and the hallways were festooned with inscribed photos of famous musicians and composers, together with posters, caricatures, concert programs and other memorabilia.Professor Hambourg, who had taught at the Moscow Conservatory, arrived in Canada with his family in 1910. The timing could not have been more propitious, and the idea of a musical institution, based on European concepts, appealed to many of the city's musical elite. Violinist Jan and cellist Boris were already known as brilliant performers, and Michael's oldest brother Mark, one of the world's leading concert pianists and resident in London, England, also lent the aura of his reputation. Michael and his sons were active members of the Arts & Letters Club of Toronto and frequent contributors to the various events.Under the aegis of the Hambourgs, eminent European teachers and performers were attracted to Toronto, and the Conservatory soon became a thriving hub of musical activity. Recognized not only for the excellence of its teachers, it was the alma mater of some of Canada's most noted musicians. On occasion, glittering parties honouring visiting celebrities were held on the premises. After Michael's untimely death in 1915, Boris was appointed Director of the Conservatory and with his wife, Maria, continued the tradition for another 38 years.The Conservatory was also the headquarters of the world famous Hart House String Quartet established in 1924 by the Rt. Hon. Vincent Massey, then Governor-General of Canada. Although the building no longer stands, the Hambourg Conservatory of Music will remain an important landmark in Toronto's musical history.",Arts,/Pages/Hambourg_Conservatory_of_Music.html
27,43.643785,-79.388816,Isabella Valancy Crawford (1850-1887),"A 1989 Toronto Historical Board plaque, located here on the south side of Front Street West at the entrance to Isabella Valancy Crawford park, tells us about this poet. Considered among our finest poets, Isabella Crawford was born in Ireland and came to Canada with her parents about 1858. After settling first in Paisley, Ontario, the family lived later in Lakefield and Peterborough. As a young woman Isabella became fascinated by backwoods life and Indian legends. Following her father's death, she and her mother moved to Toronto. There they subsisted on her meagre earnings from light verse and 'formula fiction' that appeared in Canadian and American newspapers. One privately-printed book of serious poetry, 'Old Spookeses Pass, Malcom's Katie and Other Poems' appeared before her untimely death at 57 John Street. Full recognition came later, however, with the publication of her collected poems, which were admired for their evocative images of the lush and sparkling wilderness.'Darkness built its wigwam walls close around the camp'",Arts,/Pages/Isabella_Valancy_Crawford.html
28,43.657797,-79.382154,J.E.H. MacDonald (1873-1932),"An Historic Sites and Monuments Board of Canada plaque in front of this building at 14 Elm Street, just west of Yonge Street, has this to say: Painter, designer, and poet, J.E.H. MacDonald was a founding member of the Group of Seven and a key figure in the emergence of a national style of painting the Canadian landscape. A talented graphic designer of Canadian motifs, he also painted the farmlands of southern Ontario, the rich autumn colours of Algoma, the shores of Nova Scotia, and the majestic Rocky Mountains. A leading member of the Arts and Letters Club, MacDonald was an idealist who fostered the growth of Canadian culture in all its manifestations and inspired a generation of students at the Ontario College of Art.",Arts,/Pages/J_E_H_MacDonald.html
29,43.647515,-79.375349,James Mavor Moore CC D.Litt LL.D FRSC,"Ever been to a production at the St. Lawrence Centre for the Arts on the southeast corner of Front Street East and Scott Street? If so, then in the box office lobby you may have seen this plaque. Here's what it says: Dramatist, composer, producer, director, actor, educator and arts advocate, Mavor Moore passionately believed Toronto deserved a performing arts centre. Canada's Centennial in 1967 provided the catalyst for the project to which he devoted years of unstinting effort. The St. Lawrence Centre for the Arts opened in February 1970, thanks to his vision and perseverance.The citizens of Toronto shall be ever grateful to this Canadian champion of the arts.",Arts,/Pages/James_Mavor_Moore.html
30,43.66852,"-79.39742
",John M. Lyle Studio 1921,"This 2011 Heritage Toronto plaque is attached to the building just to the right of the façade, on the east side of Bedford Road just north of Bloor Street West. Two other plaques can be seen further down this page. Here's what this plaque says: This façade was part of a studio designed by John M. Lyle for his architectural practice. Lyle, one of Canada's most distinguished architects, trained a number of noteworthy Canadian architects at the studio and worked there until his retirement in 1943. The building was set behind the homes that fronted Bloor Street West, and was accessed by a pedestrian laneway located at 230 Bloor Street West. A portion of the studio's façade was dismantled and reconstructed in its current location as part of a residential development completed in 2011.",Arts,/Pages/John_M_Lyle_Studio.html
31,43.669331,-79.383323,John Wilson Bengough 1851-1923,"An Historic Sites and Monuments Board of Canada plaque here in front of 66 Charles Street East, just west of Church Street, has this to say: Born in Toronto, Bengough, a cartoonist, journalist, poet and lecturer, demonstrated a remarkable versatility of talent. In 1873 he founded Grip, the weekly magazine of humour in which many of his celebrated cartoons first appeared. In 1892 he moved to Montreal as cartoonist with the Star but subsequently returned to Toronto to resume his work for the Globe. The author of A Caricature History of Canadian Politics (1886), he also published, among other works, two volumes of poems, Motley... (1895), and In Many Keys (1902). He died in Toronto.",Arts,/Pages/John_Wilson_Bengough.html
32,43.673451,-79.38431,Lawren Harris 1885-1970,"On the south side of Rosedale Valley Road west of Park Road is Lawren Harris Park. A large City of Toronto display there contains this piece of his artwork (titled ""Winter Afternoon City Street Toronto or Sunday Morning 1918"") as well as biographical text which says: Distinguished Canadian artist, Lawren Stuart Harris, was born in Brantford, Ontario in 1885. He was educated in Toronto and Germany, returning to work here in 1909. Harris was a patron and founding member of the Group of Seven, with fellow artists Frank Carmichael, A.Y. Jackson, Franz Johnston, Arthur Lismer, J.E.H. MacDonald and Frederick Varley. The Group of Seven first exhibited together in 1920 and formally disbanded in 1931. Harris helped to define a uniquely Canadian art, which the rugged beauty of Canada inspired. Harris and Dr. James MacCallum erected the Studio Building on Severn Street (adjacent to this site) in 1913 to help artists 'concentrate their energies on making a Canadian statement in art in Canadian terms'. Harris painted in Toronto and the wilderness areas of Ontario, the Arctic and the west coast of Canada, and in the United States. His work was influenced by Impressionism, Art Nouveau and Abstraction and infused with spiritualism. He and his wife, Bess, settled in Vancouver in 1940. He died there in 1970.",Arts,/Pages/Lawren_Harris.html
